semantic_replication_id,replication_seed_state_uint32x4,dgp,N,T,panel,true_rank,replication,chunk_id,maintained_start_count,valid_start_count,failed_finite_objective,failed_feasibility,failed_stationarity,failed_objective_agreement,failed_boundary_rule,failed_rank_condition,failed_termination,failed_other,insufficient_valid_starts,best_two_valid_gap_exceeds_tolerance,any_start_stationarity_failure,any_start_termination_failure,any_start_feasibility_failure,any_start_boundary_active,all_start_objectives_finite,all_start_numerical_ranks,best_two_valid_objective_gap,objective_stability_tolerance,acceptance_pass,final_status
dgp4_N200_T100_r00000_truth1-0-2,2641695354-2491348212-3437186723-3081849353,4,200,100,200x100,"(1,0,2)",0,dgp4_N200_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00000_truth1-1-1,1377754248-1946623389-3990131246-3377381383,4,200,100,200x100,"(1,1,1)",0,dgp4_N200_T100_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00000_truth2-1-1,1810367406-4093602183-1265921000-3532441104,4,200,100,200x100,"(2,1,1)",0,dgp4_N200_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00001_truth1-0-2,2317070319-92001719-1571092967-2759812170,4,200,100,200x100,"(1,0,2)",1,dgp4_N200_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00001_truth1-1-1,3261246120-2966315045-681313037-2524132770,4,200,100,200x100,"(1,1,1)",1,dgp4_N200_T100_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00001_truth2-1-1,1799897033-2799052236-3035259065-1992808620,4,200,100,200x100,"(2,1,1)",1,dgp4_N200_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00002_truth1-0-2,2956283122-2466769023-1143408640-2086193061,4,200,100,200x100,"(1,0,2)",2,dgp4_N200_T100_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00002_truth1-1-1,3551662786-1155047392-1957598513-3976332771,4,200,100,200x100,"(1,1,1)",2,dgp4_N200_T100_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T100_r00002_truth2-1-1,1804197436-1474072815-3047323847-3133206169,4,200,100,200x100,"(2,1,1)",2,dgp4_N200_T100_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00000_truth1-0-2,756727463-3373678374-2762158876-1040685311,4,200,200,200x200,"(1,0,2)",0,dgp4_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00000_truth1-1-1,2384615764-2068013373-3515608160-2197045607,4,200,200,200x200,"(1,1,1)",0,dgp4_N200_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00000_truth2-1-1,4162487498-69550018-2136122971-3737539642,4,200,200,200x200,"(2,1,1)",0,dgp4_N200_T200_true2-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00001_truth1-0-2,3431477891-267850301-2949287633-1555071900,4,200,200,200x200,"(1,0,2)",1,dgp4_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00001_truth1-1-1,1553448140-1200654495-2794779035-3099033464,4,200,200,200x200,"(1,1,1)",1,dgp4_N200_T200_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00001_truth2-1-1,3479390490-2047441410-3496645944-3639475391,4,200,200,200x200,"(2,1,1)",1,dgp4_N200_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00002_truth1-0-2,1428967397-1985037475-154306130-3562445896,4,200,200,200x200,"(1,0,2)",2,dgp4_N200_T200_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00002_truth1-1-1,27865385-1707488442-1801912599-1218657375,4,200,200,200x200,"(1,1,1)",2,dgp4_N200_T200_true1-1-1_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N200_T200_r00002_truth2-1-1,2005689185-370144351-2435692003-4134046224,4,200,200,200x200,"(2,1,1)",2,dgp4_N200_T200_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00000_truth1-0-2,303225101-1312923315-2014688279-2796470642,4,50,50,50x50,"(1,0,2)",0,dgp4_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00000_truth1-1-1,2326518060-537584746-290484355-454258748,4,50,50,50x50,"(1,1,1)",0,dgp4_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00000_truth2-1-1,2332520516-2219866661-3549141762-1582733331,4,50,50,50x50,"(2,1,1)",0,dgp4_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00001_truth1-0-2,1032507813-2251874229-3730216609-3684528379,4,50,50,50x50,"(1,0,2)",1,dgp4_N50_T50_true1-0-2_r00000-00002,3,1,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00001_truth1-1-1,1392847894-1504368616-3701796987-3088375702,4,50,50,50x50,"(1,1,1)",1,dgp4_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00001_truth2-1-1,3793340183-3388410635-3118933239-1910377237,4,50,50,50x50,"(2,1,1)",1,dgp4_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00002_truth1-0-2,3363514863-4272268767-650400162-3644507851,4,50,50,50x50,"(1,0,2)",2,dgp4_N50_T50_true1-0-2_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00002_truth1-1-1,3897366786-1186565944-3409309701-1098751945,4,50,50,50x50,"(1,1,1)",2,dgp4_N50_T50_true1-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
dgp4_N50_T50_r00002_truth2-1-1,1846995514-2003249125-1079408182-4041442291,4,50,50,50x50,"(2,1,1)",2,dgp4_N50_T50_true2-1-1_r00000-00002,3,0,False,False,True,True,False,False,True,False,True,False,True,True,False,True,True,"[4, 4, 4]|[4, 4, 4]|[4, 4, 4]",,1e-06,False,rank_selection_numerically_unresolved
