record_type,run_id,dgp,N,T,replication,method,target,primary_status,status,completed_dgp_replication,point_estimate_valid,inference_valid,retained_for_bias_rmse,retained_for_coverage,retained_for_rejection,supplied_rank_vector,selected_rank_vector,cap_pilot_rank,candidate_coverage,rank_selection_diagnostics,expected_fit_count,semantic_replication_id,dgp_realization_hash,replication_runtime_seconds,exception_type,exception_message,unconstrained_outside_box,constrained_fallback_used,boundary_active,constrained_solver_status
replication,beb5729f4f89ab13,3,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00002_truth1-0-2,d99fd28ecc5b99efddac6a12a3730977e328ea4ba5ac90244b3032da847a53e6,597.7644325000001,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00000_truth1-1-1,03d9f430e27766a2625728910e3c77b8a111abe95da9f83ad0fd9c9e943102ba,883.7248831999968,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00001_truth1-1-1,b90a8f4393b171a4c7591ef7d7deee79591d348c70afbcaff44e56104d08c944,977.426918899997,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00002_truth1-1-1,4531304422ee5958ec933540643d2b5fa66df52e0d5d55203acce6783f815eb5,773.8771561999965,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00000_truth2-1-1,63fbf6c8c93feab866e577e906889a6e6229814edf6276ce3678fa21ead39786,511.31894450000254,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00001_truth2-1-1,35b7fccfe52cc1852ab325697d464b399d7f1b25643449219505e4ab1d63a09f,542.9851682000008,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,3,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp3_N50_T50_r00002_truth2-1-1,2df87b84962772f083164a64a2ec730df6cabd5d5d4fe20bcb106322bce0048c,525.2193690999993,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00000_truth1-0-2,fc889c17afad8c2cc68c8bf7c1a9f38d8e1dc28aba1851f5094b3bc55733af50,726.3342316000053,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00001_truth1-0-2,d08282067126de01d539fd49c8366d9cacea6c1de7e0b5e6a04231d455768ce4,28.053404600010253,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00002_truth1-0-2,2770ac2e4719155e220480304e5bf038a32a39000ececcdceb9416cdac28db21,267.3162209999864,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,success
replication,beb5729f4f89ab13,4,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00000_truth1-1-1,a7e3a44a1341226484956f905c32dffe44c2716bb7cd9ac77fd9b17321a490ef,686.2989583000017,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00001_truth1-1-1,428bf1579a487d44fbfedccf7c1dbac5766839d54fae0b70ffb32147b8bc388f,1293.4336251999994,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00002_truth1-1-1,e7fc16e4b53c422c24730487099afd16001b56606969a05666add72a8cf611b9,633.0588462999949,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00000_truth2-1-1,baf8763ed05f86271192cd34f03c5d85eb4ca4669f9116feb315e346db0bf8f3,39.36852859999635,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00001_truth2-1-1,b9d88f53913bcb06c85e8e325edc203ab7e94546340f6eb7d2c859f280e1be95,34.103317499990226,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T100_r00002_truth2-1-1,13d2252200aa90aa50a1e0c56ae887abc02196db0555d85967373455fce685f4,33.74181930000486,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00000_truth1-0-2,eb4cf1d44d6d68e7075ca2ccab8c851fd14cc516a06057bd83b224294947501b,528.5004711999936,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,success
replication,beb5729f4f89ab13,4,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00001_truth1-0-2,e4c5561afe23c79efb27f084d5162e7a99ea14fa0b2a9fd9c690c8e78566fdc3,44.62167090000003,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00002_truth1-0-2,67286bf8ad72251033a8ad1adc8afe73d9d0677ae053791079380c1360e663db,45.451058899998316,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00000_truth1-1-1,89878969bebeb89031b22004c450a0389fb6ef5003be6955014cb4b5bc6cbbe8,1255.083157800007,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00001_truth1-1-1,fb5064fd4a2924f2989af1646e2956c0d31928e93458adf066cf27b9945bc3f3,43.07369199999084,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00002_truth1-1-1,3eb5cf327aa1899804723206bc8da0d4aab3f20695d6497f8ff2fc96e809d677,2642.604798900007,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,100,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00000_truth2-1-1,0e0b4f752dc369027ab6d334233f0c6b58158f0268c8a9af057b7b44c0465ba1,50.77720789999876,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00001_truth2-1-1,5aaac5a955e27ad240da7382cf5860e13241a24a4507cbfe51d5feaef0c64c8e,50.54150020000816,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,100,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N100_T200_r00002_truth2-1-1,2758a1ef16e5f25c9720db4b272ae4d5279621e09879c8678c73e3de999af438,55.776315399998566,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00000_truth1-0-2,84e2674449bca51f29c1896ded4897da1df9b86477804c8a90322240762373fb,492.52449880000495,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00001_truth1-0-2,61ef90816738ca5f688c358c3500a499455b685fe637e205398aaa230426d918,491.4468259999994,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00002_truth1-0-2,3087dd37a2a6d76e220547575224836efb31dc42b568d8296f6995718dc51b57,550.36370300001,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00000_truth1-1-1,cba96f49da82853e7c8a0cf6b5fb9bb86247e29388bf0b934fb032d02edaa9d7,761.4431117999993,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,4,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00001_truth1-1-1,c5128be97b6f8993b0c9c271a45e4caed5ca4efbaa83d442a4da52c8206b169b,802.9986562000049,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,success
replication,beb5729f4f89ab13,4,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00002_truth1-1-1,f67f6e377eafd4c452e32121ffa7df7d339f3f512a3fbaa4832d3643a9dbfd1b,1845.8603211999944,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,200,100,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00000_truth2-1-1,fdc8958db21e6c18dcb490dbe9104902de9051cb3ef58287e2de9430d35596f3,63.250089399996796,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,100,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00001_truth2-1-1,0e243d9b5b5cee7faeebb54045eb302cc9ec5372a52f950a8a2c547567f99a50,62.943920799996704,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,100,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T100_r00002_truth2-1-1,0f71dfe154ea81c8077d136bb468604cdd3ba31538fd0e383e5bd40ca52f599e,63.31020279999939,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00000_truth1-0-2,3a98b004b6ed5d15db05904dfe1f8a07906338fab4cd4e3da16306ba6cc01aa2,68.39139689999865,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00001_truth1-0-2,1650467e17a7f93d629c48608aa46d4e375c26c3609aa76175cd792ae6ddb78b,68.56936150000547,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00002_truth1-0-2,d2aef40bb97a79951641229a471502557b363b700ccfdcd743aede32c37327c9,67.10904080000182,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00000_truth1-1-1,f64388918e7f370f28aeedc7ac51edfaf86c5c9dc2e8b00a49763ac080ac6dd8,1996.6749916000044,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,False,constrained_optimality_failure
replication,beb5729f4f89ab13,4,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00001_truth1-1-1,f3f2835016fe67a639f2d86d4db6e514c46127f9d137be5c8698d269b42b7993,1621.7396785999954,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00002_truth1-1-1,5b47fbfa42bdfbc99da2e52ba12fd37c71eb436710bd6dbde629485045cf31e9,72.78964279999491,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00000_truth2-1-1,5af206f5a44b2089f321b3966a2dcbdee8f89bb8d98e3efc6c70e5d32ae561f6,74.2875337000005,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00001_truth2-1-1,cfa82a83a8bf9847f9487283ea83247b6d648dd6facf333c5ee5fd021020dbb9,74.24442990000534,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,200,200,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N200_T200_r00002_truth2-1-1,feeb4d8a1170b8312c0b3daa305d612c6dd0a3fbb836db03b526d28310b194ec,74.33561349999218,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,False,False,False,not_needed_interior_fast_path
replication,beb5729f4f89ab13,4,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00000_truth1-0-2,27950943253732c22e4ae5437367b73c78421645561ca129a2be2d76f2b107f2,580.8205031000107,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00001_truth1-0-2,a242d518b4b5b376bc9ae7d7f9bb64873fec9cc05c77ad060f3efb937aefa26c,589.5482898000046,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00002_truth1-0-2,e90a695e7891eb787f541224dd91b504c18a5afa148a0bbdf4b74df971a45882,630.8004692000104,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00000_truth1-1-1,b6ed931f20e79442842f92443fc93a30eabe72d9faadfc54c042e00dd3b3fb25,961.3210186000069,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00001_truth1-1-1,b217378d2534dd15feb995a61045ee6dd791122692ad6c1a9171b8792b51427b,873.5941110999993,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00002_truth1-1-1,c983c98c61d8a7f03dd6b48acf0ad1462b8a737bbae6df96a389185bec79b0a8,901.2866590000049,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,0,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00000_truth2-1-1,d30d646014fb9021217fa74eda55839fd0f4f9584a6713aa84136e05e2d66373,669.2003832000046,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,1,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00001_truth2-1-1,0e13f9bb7730d53c453abfc898139869fbfb1a6e8d228cafcb6f96dd1c6d2ab9,735.1977679999982,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
replication,beb5729f4f89ab13,4,50,50,2,selected_rank,__replication__,rank_selection_numerically_unresolved,rank_selection_numerically_unresolved,True,False,False,False,False,False,,,,,,3,dgp4_N50_T50_r00002_truth2-1-1,5a68e2dae9ce58c92830cb4479006e562cf1b498a1732c07d9561476ca9fa1ae,555.4856182999938,,rank_selection_numerically_unresolved: cap+1 pilot failed maintained acceptance diagnostics,True,True,True,constrained_optimality_failure
